date,t1_ph,h2s_ppm,biogas_vol,t1_olr,methane_percentage,eq_cod,t1_cod,fostac
2022-07-28,6.800000000000002,446.4884615384615,870.0,1.1661999893188475,0.6219523076923077,56000.0,3254.0,0.555
2022-07-29,6.800000000000002,534.8269230769231,1420.0,12.599999999999998,0.6350846153846154,56000.0,3254.0,0.7275
2022-07-30,6.5,580.0,2660.0,8.024999999999999,0.6418,64200.0,6875.0,0.9
2022-07-31,6.5,535.5,2320.0,8.024999999999999,0.6204000000000001,64200.0,6875.0,0.75
2022-08-01,6.60000000000001,491.0,1860.0,6.2875,0.599,50300.0,6282.0,0.66
2022-08-02,6.399999999999989,545.0,1410.0,1.1105400042533875,0.5345,44600.0,6310.0,0.755
2022-08-03,6.399999999999989,500.2631578947368,1020.0,2.007,0.5677295321637427,44600.0,6310.0,0.5
2022-08-04,6.399999999999989,410.7894736842105,750.0,2.007,0.634188596491228,44600.0,6310.0,0.3299999999999999
2022-08-05,7.0,365.0,820.0,1.404,0.6682,31200.0,3284.0,0.16
2022-08-06,6.89999999999999,321.0,860.0,1.925,0.659,38500.0,3521.0,0.1974999999999999
2022-08-07,7.0,331.0,790.0,1.5300000000000002,0.64,40800.0,3639.0,0.195
2022-08-08,7.0,12.0,510.0,1.2224999999999997,0.6067,32600.0,2687.0,0.16
2022-08-09,7.0,4.0,780.0,2.05875,0.5858,36600.0,3876.0,0.16
2022-08-10,7.0,9.034168564920272,720.0,2.475,0.5872328018223234,36000.0,3876.0,0.1675
2022-08-11,7.0,19.33940774487472,870.0,2.925,0.5901658314350797,36000.0,3876.0,0.175
2022-08-12,6.8,35.09339407744875,760.0,2.58125,0.5946496583143508,29500.0,3062.0,0.18625
2022-08-13,7.0,50.72892938496584,670.0,3.2025,0.5990997722095672,36600.0,16500.0,0.18
2022-08-14,7.0,56.0,850.0,3.00125,0.6006,34300.0,15200.0,0.18
2022-08-15,7.10000000000001,91.0,1040.0,3.4875,0.5995,37200.0,17500.0,0.1699999999999999
2022-08-16,6.899999999999989,3.0,1110.0,3.69,0.5614,36900.0,14900.0,0.1999999999999999
2022-08-17,6.899999999999989,34.39181286549707,1190.0,3.69,0.5679099415204678,36900.0,14900.0,0.2
2022-08-18,6.899999999999989,95.03508771929825,1140.0,3.920625,0.5804859649122808,36900.0,14900.0,0.2
2022-08-19,7.100000000000011,125.0,1160.0,2.8687500000000004,0.5867,27000.0,10700.0,0.2
2022-08-20,7.0,5.0,1040.0,3.4087499999999995,0.5436,30300.0,12600.0,0.18
2022-08-21,6.899999999999989,56.0,1090.0,3.97125,0.5832,35300.0,11500.0,0.2116666666666666
2022-08-22,6.899999999999989,88.0,1310.0,3.598125,0.5984,30300.0,11500.0,0.1866666666666666
2022-08-23,7.0,120.0,400.0,5.746894870758057,0.6136,48400.0,9080.0,0.17
2022-08-24,7.10000000000001,206.0,220.0,3.0306438517570493,0.6514,48500.0,12300.0,0.0999999999999999
2022-08-25,6.8,219.0,720.0,3.0618876028060917,0.6252,49000.0,11200.0,0.23
2022-08-26,6.899999999999989,218.0,670.0,3.1899999999999995,0.63335,46400.0,7040.0,0.12
2022-08-27,6.899999999999989,217.0,680.0,3.64,0.6415,44800.0,14900.0,0.2275
2022-08-28,6.8,240.0,840.0,3.875624999999999,0.6426,47700.0,15300.0,0.2075
2022-08-29,6.8,244.2005813953488,810.0,3.875624999999999,0.6426,47700.0,15300.0,0.1699999999999999
2022-08-30,6.8,252.6511627906977,810.0,3.875625,0.6432,47700.0,15300.0,0.145
2022-08-31,6.800000000000001,257.0,860.0,5.81,0.6438,66400.0,15300.0,0.12
2022-09-01,6.800000000000002,103.0,1320.0,4.490625,0.6481,47900.0,23300.0,0.28
2022-09-02,6.89999999999999,257.0,1190.0,4.6125,0.6351,49200.0,34600.0,0.52
2022-09-03,6.8,275.0,1220.0,8.478750000000002,0.6387,79800.0,30300.0,0.345
2022-09-04,6.899999999999989,7.0,1680.0,7.33125,0.5004,69000.0,21100.0,0.24
2022-09-05,6.899999999999989,45.23699421965318,2110.0,7.762500000000001,0.523550289017341,69000.0,21100.0,0.25
2022-09-06,6.899999999999989,118.31213872832367,1870.0,8.19375,0.5677930635838151,69000.0,21100.0,0.26
2022-09-07,6.8,154.0,2020.0,7.975,0.5894,63800.0,27200.0,0.2699999999999999
2022-09-08,6.8,208.0,1810.0,5.08282527923584,0.5668,61000.0,26900.0,0.285
2022-09-09,7.0,235.5,340.0,4.896262188125075,0.6195499999999999,59200.0,32300.0,0.2525
2022-09-10,7.0,263.0,590.0,4.619082738474796,0.6723,84200.0,32960.0,0.26
2022-09-11,7.0,277.4774193548388,480.0,4.434651796976725,0.6591993548387096,84200.0,32960.0,0.272
2022-09-12,7.0,305.7741935483871,440.0,4.251286930285001,0.6335935483870967,84200.0,32960.0,0.284
2022-09-13,7.0,333.741935483871,370.0,4.070054213205973,0.6082854838709677,84200.0,32960.0,0.296
2022-09-14,7.0,356.2806451612903,510.0,3.924001964736403,0.5878901612903226,84200.0,32960.0,0.3079999999999999
2022-09-15,6.800000000000005,365.0,1670.0,3.8674999999999993,0.58,47600.0,27800.0,0.32
2022-09-16,7.0,339.0,1670.0,4.9125,0.5991,52400.0,30800.0,0.215
2022-09-17,7.0,359.0,2170.0,5.37625,0.586,50600.0,18000.0,0.26
2022-09-18,6.899999999999989,385.0,2330.0,6.5875,0.5849,62000.0,24000.0,0.3125
2022-09-19,6.899999999999989,377.2089552238806,1410.0,2.454425005912781,0.5871538379530917,62000.0,24000.0,0.4699999999999999
2022-09-20,6.899999999999989,361.8955223880597,600.0,4.007212502956389,0.5915837953091684,62000.0,24000.0,0.61
2022-09-21,6.5,346.67164179104475,1650.0,5.559999999999999,0.5959878464818763,55600.0,22200.0,0.75
2022-09-22,7.0,331.35820895522386,2110.0,2.8399999999999994,0.6004178038379531,56800.0,28400.0,0.82
2022-09-23,7.0,308.07462686567163,1250.0,2.6875,0.6071534115138593,43000.0,18300.0,0.355
2022-09-24,7.0,284.7910447761194,1490.0,4.08456990814209,0.6138890191897655,34400.0,18200.0,0.23
2022-09-25,7.199999999999999,262.2238805970149,1530.0,6.3518948707580565,0.6204173773987206,48400.0,20500.0,0.2225
2022-09-26,7.199999999999999,239.65671641791047,1550.0,6.958105129241942,0.6269457356076759,48400.0,20500.0,0.2533333333333333
2022-09-27,7.199999999999999,224.5223880597015,1710.0,7.563105129241944,0.6313238805970149,48400.0,20500.0,0.2866666666666667
2022-09-28,6.89999999999999,217.0,1680.0,10.630237283706665,0.6335,81000.0,18800.0,0.305
2022-09-29,6.89999999999999,205.5,1690.0,9.1125,0.6074499999999999,81000.0,18800.0,0.26
2022-09-30,7.070000000000001,194.0,1920.0,9.6625,0.5814,77300.0,23000.0,0.225
2022-10-01,7.070000000000001,242.5,2540.0,9.6625,0.6120500000000001,77300.0,23000.0,0.21
2022-10-02,7.070000000000001,291.0,2340.0,9.30183777809143,0.6427,81000.0,23000.0,0.1999999999999999
2022-10-03,7.070000000000001,335.51162790697674,3070.0,10.630237283706665,0.6347334302325582,81000.0,23000.0,0.245
2022-10-04,7.070000000000001,423.0,3140.0,10.902600030899048,0.619075,81000.0,23000.0,0.29
2022-10-05,6.89999999999999,467.0,2960.0,9.71157480239868,0.6112,74000.0,26500.0,0.3575
2022-10-06,6.89999999999999,467.0,3190.0,9.96040002822876,0.6112,74000.0,26500.0,0.3799999999999999
